balance,equity,free_balance,num_positions,realized_pnl,timestamp,total_risk,unrealized_pnl,used_balance
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T10:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T10:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T10:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T10:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T11:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T11:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T11:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T11:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T12:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T12:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T12:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T12:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T13:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T13:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T13:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T13:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T14:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T14:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T14:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T14:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T15:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T15:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T15:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T15:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T16:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T16:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T16:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T16:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T17:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T17:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T17:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T17:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T18:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T18:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T18:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T18:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T19:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T19:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T19:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T19:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T20:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T20:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T20:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T20:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T21:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T21:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T21:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T21:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T22:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T22:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T22:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T22:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T23:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T23:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T23:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-27T23:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T00:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T00:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T00:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T00:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T01:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T01:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T01:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T01:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T02:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T02:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T02:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T02:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T03:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T03:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T03:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T03:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T04:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T04:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T04:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T04:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T05:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T05:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T05:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T05:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T06:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T06:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T06:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T06:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T07:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T07:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T07:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T07:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T08:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T08:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T08:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T08:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T09:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T09:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T09:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T09:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T10:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T10:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T10:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T10:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T11:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T11:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T11:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T11:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T12:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T12:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T12:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T12:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T13:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T13:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T13:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T13:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T14:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T14:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T14:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T14:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T15:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T15:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T15:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T15:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T16:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T16:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T16:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T16:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T17:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T17:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T17:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T17:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T18:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T18:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T18:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T18:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T19:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T19:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T19:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T19:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T20:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T20:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T20:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T20:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T21:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T21:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T21:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T21:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T22:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T22:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T22:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T22:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T23:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T23:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T23:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-28T23:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T00:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T00:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T00:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T00:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T01:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T01:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T01:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T01:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T02:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T02:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T02:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T02:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T03:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T03:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T03:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T03:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T04:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T04:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T04:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T04:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T05:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T05:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T05:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T05:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T06:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T06:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T06:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T06:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T07:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T07:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T07:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T07:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T08:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T08:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T08:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T08:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T09:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T09:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T09:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T09:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T10:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T10:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T10:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T10:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T11:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T11:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T11:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T11:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T12:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T12:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T12:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T12:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T13:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T13:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T13:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T13:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T14:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T14:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T14:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T14:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T15:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T15:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T15:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T15:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T16:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T16:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T16:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T16:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T17:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T17:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T17:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T17:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T18:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T18:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T18:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T18:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T19:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T19:15:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T19:30:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T19:45:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T20:00:00,0,0,0
9997.698274937542,9997.698274937542,9997.698274937542,0,0.0,2025-03-29T20:15:00,0,0,0
